Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
10.11.04,11:00:00,1.3,4.4,150,6.8,87.1,,
11.03.05,2:00:00,1.0,3.2,111,5.7,49.4,,
07.04.04,19:00:00,3.1,14.5,129,11.3,71.3,128.9410159,143.27058780000004
15.09.04,9:00:00,-200.0,17.8,-200,22.5,68.9,,
21.09.04,5:00:00,0.6,3.3,53,18.8,63.0,,
01.02.05,6:00:00,1.1,4.2,122,2.0,64.9,,
15.05.04,0:00:00,1.9,9.7,103,19.1,38.3,123.5165471,69.67546136
20.09.04,21:00:00,2.1,11.7,118,24.8,33.7,,
14.12.04,5:00:00,0.7,3.0,68,6.6,75.3,,
14.11.04,4:00:00,0.3,0.7,26,9.8,51.3,,
06.01.05,9:00:00,1.5,6.2,117,11.1,70.2,,
15.12.04,15:00:00,4.0,-200.0,183,-200.0,-200.0,,
29.01.05,10:00:00,1.1,2.8,101,2.5,51.0,,
26.02.05,4:00:00,1.7,5.2,122,2.3,75.1,,
09.05.04,4:00:00,-200.0,8.4,-200,12.3,68.0,118.7893564,66.75035522
24.04.04,17:00:00,1.8,9.9,93,27.5,31.6,172.19193080000005,209.4349666
07.10.04,6:00:00,-200.0,7.4,-200,20.1,64.4,,
10.03.04,22:00:00,1.6,6.5,116,11.2,59.6,26.90851606,56.55333344
20.06.04,13:00:00,0.6,-200.0,36,-200.0,-200.0,,
25.11.04,1:00:00,4.0,17.4,114,6.7,83.2,,
19.02.05,16:00:00,1.1,3.4,117,12.8,31.9,,
17.05.04,10:00:00,1.7,8.5,94,22.3,24.1,110.9484285,67.34579493
26.04.04,7:00:00,1.9,7.5,91,14.4,43.6,170.0062543,219.8022375
04.04.04,16:00:00,-200.0,10.5,-200,24.4,36.0,159.1425561,170.1685315
13.08.04,9:00:00,1.4,8.7,77,30.5,44.4,,
02.12.04,4:00:00,0.9,2.9,70,12.0,77.4,,
30.11.04,22:00:00,2.3,8.0,117,9.6,83.0,,
25.11.04,20:00:00,2.6,14.5,122,11.5,57.3,,
11.04.04,11:00:00,1.8,7.3,90,20.2,29.2,140.16465,155.1174894
17.03.05,8:00:00,3.8,18.9,166,9.5,62.6,,
28.12.04,1:00:00,-200.0,3.1,-200,11.1,65.3,,
05.10.04,13:00:00,-200.0,23.4,-200,27.9,38.0,,
15.09.04,19:00:00,6.7,31.8,173,25.1,55.8,,
12.12.04,5:00:00,1.7,5.8,95,5.6,61.6,,
26.02.05,7:00:00,1.0,1.9,108,5.7,54.3,,
29.03.05,11:00:00,2.4,10.0,147,19.6,49.4,,
30.03.05,10:00:00,2.7,12.1,158,18.6,49.5,,
01.06.04,3:00:00,-200.0,1.1,-200,17.3,77.2,,
18.10.04,9:00:00,-200.0,17.7,-200,16.8,57.8,,
14.12.04,2:00:00,1.9,8.2,97,6.9,76.1,,
06.02.05,11:00:00,2.0,6.7,212,8.0,33.3,,
11.03.04,4:00:00,-200.0,1.3,34,10.1,60.5,44.02220557,53.27735474
26.09.04,9:00:00,0.9,3.0,55,19.8,38.6,,
16.02.05,9:00:00,3.3,13.4,260,7.8,37.6,,
26.05.04,17:00:00,-200.0,18.0,-200,31.0,15.9,,
11.10.04,19:00:00,4.0,21.4,80,19.9,64.2,,
04.12.04,21:00:00,3.1,9.4,124,13.8,76.8,,
08.01.05,12:00:00,2.7,11.2,139,13.5,49.4,,
08.05.04,2:00:00,0.5,1.5,33,14.6,53.3,54.60160506,143.743859
19.07.04,22:00:00,-200.0,15.9,134,29.4,33.0,,
27.10.04,16:00:00,2.1,13.4,102,19.9,65.3,,
10.08.04,20:00:00,1.7,9.7,67,32.3,43.6,,
10.04.04,7:00:00,1.7,8.2,72,11.0,71.0,146.9487304,167.72028280000004
03.06.04,10:00:00,-200.0,15.1,93,27.3,34.3,,
19.03.05,16:00:00,2.1,8.7,153,21.7,35.1,,
20.03.05,5:00:00,0.8,2.4,69,12.6,65.9,,
02.07.04,13:00:00,1.9,12.0,120,36.9,23.3,,
28.09.04,1:00:00,0.8,3.5,73,15.3,51.9,,
22.12.04,23:00:00,1.9,5.7,132,4.5,43.9,,
12.09.04,10:00:00,-200.0,6.4,-200,27.9,43.4,,
09.10.04,6:00:00,1.3,8.2,55,20.6,67.5,,
14.10.04,0:00:00,-200.0,4.0,-200,15.1,56.9,,
28.10.04,8:00:00,4.4,25.8,102,16.0,76.4,,
26.09.04,16:00:00,0.9,3.5,54,23.4,27.1,,
17.12.04,10:00:00,5.0,-200.0,164,-200.0,-200.0,,
16.05.04,6:00:00,0.4,2.0,47,14.2,49.9,123.8547185,67.97466771
07.09.04,4:00:00,0.6,4.4,-200,22.4,47.2,,
24.08.04,20:00:00,1.3,5.2,61,27.5,50.4,,
27.03.05,0:00:00,1.6,6.4,102,16.3,65.2,,
13.03.05,9:00:00,0.1,3.0,112,12.9,49.9,,
20.09.04,9:00:00,5.7,27.5,159,23.5,49.7,,
07.09.04,6:00:00,1.3,7.7,64,23.1,47.0,,
13.01.05,7:00:00,1.6,8.0,103,7.7,76.8,,
11.08.04,16:00:00,1.4,6.6,65,38.7,25.8,,
16.10.04,17:00:00,-200.0,8.7,-200,19.9,42.0,,
20.08.04,0:00:00,-200.0,5.3,-200,28.5,52.1,,
16.08.04,0:00:00,0.7,4.0,42,27.8,35.2,,
01.01.05,13:00:00,2.2,8.4,147,9.5,41.2,,
15.01.05,20:00:00,3.3,12.8,166,7.6,65.3,,
23.03.05,3:00:00,2.0,2.5,66,15.2,63.5,,
19.11.04,2:00:00,1.3,3.3,65,15.5,63.8,,
13.03.04,8:00:00,2.7,11.8,96,6.5,71.6,25.71633795,55.23135778
13.02.05,11:00:00,3.3,11.2,188,14.1,67.9,,
19.01.05,1:00:00,1.0,6.7,127,9.9,81.0,,
04.05.04,1:00:00,1.0,3.7,69,16.4,79.2,51.18314245,166.3322443
25.03.05,7:00:00,1.0,5.4,100,14.1,75.5,,
16.12.04,2:00:00,1.6,-200.0,92,-200.0,-200.0,,
20.10.04,7:00:00,-200.0,26.1,-200,18.8,73.0,,
09.06.04,7:00:00,3.5,22.3,107,21.7,50.6,,
06.04.04,15:00:00,1.9,9.2,113,18.6,36.9,141.6300901,143.5440467
17.01.05,4:00:00,0.7,1.1,79,3.7,55.8,,
10.03.05,16:00:00,1.8,5.9,131,20.2,14.4,,
19.07.04,17:00:00,-200.0,16.8,149,39.6,17.0,,
02.06.04,2:00:00,-200.0,4.9,38,19.1,69.0,,
07.05.04,14:00:00,1.8,9.3,101,19.8,29.7,60.71729453,134.95738290000003
27.06.04,4:00:00,0.8,4.2,45,23.2,52.3,,
12.05.04,23:00:00,1.3,5.7,88,15.5,57.1,113.8973274,60.50469256
31.12.04,2:00:00,-200.0,3.0,-200,6.7,50.7,,
12.10.04,14:00:00,-200.0,7.4,-200,18.9,50.6,,
04.10.04,16:00:00,-200.0,21.1,-200,28.9,36.3,,
07.01.05,20:00:00,5.0,20.5,159,6.5,80.0,,
08.02.05,21:00:00,1.9,-200.0,187,-200.0,-200.0,,
20.11.04,1:00:00,2.7,4.0,126,12.0,14.5,,
14.04.04,2:00:00,0.7,2.7,60,11.1,63.2,127.934395,162.81092230000004
28.12.04,11:00:00,-200.0,9.2,-200,12.7,56.7,,
25.04.04,22:00:00,2.8,13.0,93,14.8,39.5,185.7288506,218.89369080000003
15.05.04,1:00:00,1.2,5.7,81,18.0,40.5,117.9484277,65.43209076
21.06.04,4:00:00,0.3,1.5,24,18.9,55.2,,
29.05.04,6:00:00,0.1,2.0,45,17.9,46.1,,
18.06.04,17:00:00,3.1,18.6,180,35.6,23.4,,
30.01.05,17:00:00,1.0,2.6,118,7.8,28.3,,
14.01.05,12:00:00,3.1,14.7,164,10.2,63.6,,
03.02.05,0:00:00,1.7,5.6,156,4.5,47.9,,
02.07.04,2:00:00,1.5,7.6,87,25.3,47.6,,
25.06.04,0:00:00,2.6,14.1,100,23.7,46.0,,
27.11.04,8:00:00,2.5,11.1,110,13.7,76.3,,
18.03.05,11:00:00,3.1,14.9,187,18.8,33.5,,
02.07.04,6:00:00,0.8,5.6,63,24.8,50.6,,
23.11.04,12:00:00,5.3,26.5,198,13.3,66.9,,
16.05.04,10:00:00,2.0,9.8,105,25.5,21.1,128.6519,68.97881938
13.10.04,0:00:00,-200.0,2.2,-200,14.8,57.9,,
28.04.04,7:00:00,5.5,30.4,104,15.0,58.3,183.9425934,208.3583849
04.03.05,18:00:00,3.6,13.3,183,10.8,48.1,,
30.03.05,13:00:00,1.8,8.3,125,25.6,28.5,,
11.09.04,6:00:00,-200.0,4.0,-200,20.7,48.4,,
06.05.04,13:00:00,1.8,8.9,75,15.1,54.5,51.76812662,159.1490255
19.11.04,0:00:00,2.4,7.7,133,15.7,60.9,,
04.03.05,11:00:00,3.3,15.5,192,7.6,59.8,,
12.03.04,7:00:00,1.4,4.4,104,6.4,65.1,39.13739635,54.04567306
27.08.04,17:00:00,1.9,-200.0,109,-200.0,-200.0,,
10.10.04,6:00:00,1.2,6.3,59,21.3,69.1,,
05.11.04,22:00:00,1.9,10.7,76,18.1,67.5,,
21.11.04,3:00:00,0.3,5.1,-200,4.2,53.6,,
09.09.04,9:00:00,3.5,21.3,157,25.0,28.9,,
28.06.04,22:00:00,1.8,11.7,99,28.6,36.8,,
14.01.05,18:00:00,5.7,26.1,197,8.2,74.9,,
10.10.04,15:00:00,1.8,5.8,81,19.4,80.5,,
23.11.04,20:00:00,11.5,49.4,190,11.5,76.2,,
10.07.04,11:00:00,0.9,6.4,83,31.2,23.4,,
05.08.04,2:00:00,-200.0,3.8,-200,25.4,54.4,,
07.12.04,16:00:00,2.6,14.1,117,17.7,51.5,,
20.09.04,6:00:00,0.9,4.7,60,19.4,63.5,,
04.01.05,21:00:00,3.7,-200.0,166,-200.0,-200.0,,
17.08.04,11:00:00,-200.0,7.8,-200,35.3,23.1,,
13.05.04,14:00:00,1.7,7.9,93,19.5,45.0,113.8697977,70.80997962
18.12.04,2:00:00,1.4,5.1,100,12.4,73.8,,
11.03.05,21:00:00,2.8,13.4,222,12.8,49.3,,
06.09.04,23:00:00,1.2,4.8,-200,25.0,37.3,,
23.09.04,23:00:00,1.7,8.9,94,22.5,53.7,,
27.06.04,21:00:00,2.3,12.7,134,30.5,30.4,,
02.03.05,6:00:00,0.5,1.4,96,-1.2,47.2,,
29.09.04,6:00:00,0.7,4.0,53,15.2,58.3,,
22.06.04,2:00:00,0.4,1.9,36,22.1,44.3,,
22.03.05,1:00:00,1.5,5.7,121,12.6,67.9,,
24.11.04,17:00:00,4.5,22.3,169,12.3,72.5,,
16.04.04,1:00:00,1.9,6.7,93,13.4,69.6,142.96482369999995,161.15598319999995
23.11.04,4:00:00,-200.0,6.1,94,7.9,81.8,,
02.04.05,10:00:00,1.0,2.7,102,16.3,30.0,,
17.10.04,16:00:00,-200.0,5.1,-200,22.4,36.0,,
28.05.04,14:00:00,-200.0,13.5,-200,28.5,25.8,,
08.02.05,19:00:00,2.3,-200.0,208,-200.0,-200.0,,
27.01.05,22:00:00,1.4,3.6,128,4.3,41.1,,
27.05.04,6:00:00,-200.0,6.5,-200,16.0,47.9,,
06.05.04,6:00:00,1.3,6.1,92,13.1,65.6,52.65836374,145.4333004
10.08.04,0:00:00,1.0,7.0,49,27.4,55.0,,
08.01.05,16:00:00,4.3,18.9,194,13.3,59.0,,
22.12.04,0:00:00,1.5,6.6,133,5.8,42.5,,
13.07.04,17:00:00,2.8,14.3,126,31.9,18.3,,
18.03.05,19:00:00,5.6,25.6,240,19.1,32.5,,
09.08.04,1:00:00,1.1,6.3,51,25.5,61.6,,
08.02.05,7:00:00,1.0,3.0,146,5.9,45.1,,
25.10.04,11:00:00,3.0,18.2,108,19.3,66.2,,
25.02.05,1:00:00,2.1,7.1,189,5.2,83.9,,
17.01.05,1:00:00,1.2,3.5,110,6.0,46.0,,
13.03.05,16:00:00,0.3,5.0,102,19.7,37.1,,
20.01.05,5:00:00,0.6,0.9,45,7.1,56.0,,
08.11.04,9:00:00,1.8,5.9,133,10.9,50.0,,
24.12.04,6:00:00,3.5,8.2,136,4.8,61.9,,
11.06.04,0:00:00,1.5,10.4,96,24.7,39.3,,
03.05.04,4:00:00,-200.0,1.5,33,16.0,61.4,37.69550181,168.6981794
17.10.04,12:00:00,-200.0,6.8,-200,21.6,39.9,,
07.01.05,10:00:00,2.4,9.3,123,7.7,73.8,,
25.06.04,8:00:00,2.9,16.2,125,22.9,48.7,,
23.03.05,22:00:00,2.4,12.1,172,17.7,39.7,,
13.05.04,17:00:00,4.6,22.6,148,20.3,43.1,127.76496670000002,65.74151495
11.01.05,6:00:00,0.9,3.3,75,12.0,69.2,,
04.07.04,8:00:00,1.1,6.1,69,23.7,54.3,,
25.10.04,3:00:00,0.7,4.1,-200,15.4,79.0,,
08.04.04,19:00:00,6.3,29.1,171,18.0,32.9,130.6257399,161.34512030000005
11.05.04,18:00:00,4.6,29.9,140,24.4,31.6,127.0354475,67.71928719
01.07.04,8:00:00,3.9,22.3,120,26.6,51.2,,
08.06.04,6:00:00,1.4,8.8,69,18.2,62.3,,
08.07.04,13:00:00,1.3,9.9,109,41.8,15.0,,
14.10.04,23:00:00,-200.0,4.8,-200,15.9,78.1,,
20.07.04,5:00:00,-200.0,4.7,69,25.1,44.0,,
28.10.04,22:00:00,1.0,4.8,63,20.4,60.4,,
30.08.04,18:00:00,-200.0,14.1,-200,32.3,30.2,,
22.10.04,6:00:00,1.0,6.5,55,19.8,69.2,,
30.11.04,16:00:00,3.8,20.2,149,14.6,56.6,,
10.12.04,15:00:00,1.7,8.4,111,18.1,20.8,,
11.03.05,22:00:00,0.8,6.8,165,12.2,50.9,,
24.08.04,12:00:00,1.6,9.5,115,35.0,17.9,,
12.11.04,8:00:00,1.4,5.7,113,14.0,66.1,,
19.08.04,18:00:00,1.7,8.5,60,37.2,29.1,,
25.06.04,16:00:00,2.1,11.7,111,36.2,18.6,,
16.03.05,5:00:00,0.6,1.6,86,8.0,68.9,,
27.09.04,12:00:00,1.6,8.3,95,21.9,30.7,,
11.01.05,22:00:00,3.4,16.6,146,12.0,67.4,,
18.08.04,20:00:00,1.6,8.5,70,31.3,39.5,,
09.07.04,11:00:00,1.7,9.6,137,32.9,20.1,,
03.04.04,5:00:00,0.8,3.3,64,13.7,61.6,75.94820414,115.89621979999998
18.05.04,2:00:00,0.3,2.0,50,20.0,34.5,112.2946567,62.09358339
21.03.05,18:00:00,4.5,23.3,198,20.9,39.3,,
04.04.05,6:00:00,1.1,4.4,93,9.5,63.1,,
21.08.04,17:00:00,-200.0,3.7,-200,28.5,29.4,,
20.02.05,14:00:00,1.0,2.4,104,8.0,65.0,,
05.06.04,19:00:00,2.4,16.1,111,26.6,37.9,,
14.05.04,13:00:00,2.5,13.0,114,27.7,20.8,120.4739706,63.60752795
05.07.04,6:00:00,0.7,5.6,57,21.1,47.3,,
14.10.04,4:00:00,-200.0,0.8,-200,15.1,55.4,,
27.01.05,8:00:00,1.9,6.6,184,4.6,39.4,,
26.10.04,8:00:00,4.5,25.0,93,16.3,75.9,,
04.10.04,11:00:00,-200.0,21.8,-200,24.2,49.0,,
22.03.05,5:00:00,0.6,1.6,66,10.6,70.8,,
19.03.05,20:00:00,3.2,14.7,185,15.0,57.6,,
23.12.04,20:00:00,9.1,36.3,252,6.2,56.9,,
19.08.04,0:00:00,1.2,5.7,46,27.7,53.0,,
28.09.04,21:00:00,2.1,11.6,129,19.8,48.6,,
05.10.04,7:00:00,-200.0,30.8,-200,17.4,70.1,,
21.02.05,13:00:00,2.2,9.3,204,8.1,64.8,,
06.10.04,9:00:00,-200.0,25.8,-200,20.4,61.2,,
09.01.05,17:00:00,2.2,8.8,156,15.7,54.4,,
07.07.04,21:00:00,3.6,21.8,165,31.5,27.8,,
06.04.04,0:00:00,1.0,4.1,71,16.6,55.4,138.69675969999997,143.4022865
12.07.04,8:00:00,3.6,17.2,112,21.3,49.7,,
30.05.04,2:00:00,0.6,6.5,76,19.2,42.0,,
09.10.04,9:00:00,3.4,18.7,84,23.7,56.0,,
30.10.04,8:00:00,3.1,15.4,102,16.9,79.9,,
01.12.04,15:00:00,5.0,22.9,162,13.0,73.0,,
05.08.04,19:00:00,-200.0,10.2,97,21.5,78.4,,
12.11.04,0:00:00,1.2,4.5,92,12.9,69.9,,
04.12.04,14:00:00,2.5,8.4,103,11.9,85.7,,
05.12.04,15:00:00,1.8,7.7,86,12.0,80.8,,
08.01.05,2:00:00,1.4,4.6,95,7.0,73.6,,
24.03.04,1:00:00,1.1,4.6,79,10.8,62.5,82.51461792,101.2290304
18.08.04,21:00:00,1.4,7.9,55,29.9,44.7,,
16.06.04,19:00:00,3.3,18.3,125,28.3,31.7,,
04.05.04,22:00:00,0.9,4.3,53,18.5,56.0,41.36774068,132.42280290000002
27.08.04,23:00:00,1.2,-200.0,85,-200.0,-200.0,,
23.06.04,17:00:00,3.6,20.7,159,32.5,25.3,,
10.12.04,19:00:00,4.2,18.7,164,13.7,22.9,,
19.04.04,17:00:00,-200.0,11.8,-200,10.0,80.5,185.5442494,211.855235
19.10.04,19:00:00,-200.0,25.7,-200,21.2,62.2,,
17.10.04,7:00:00,-200.0,2.3,-200,15.9,62.1,,
21.06.04,13:00:00,1.2,7.2,76,30.1,18.5,,
26.03.05,22:00:00,2.2,10.3,126,17.3,60.8,,
04.04.04,9:00:00,-200.0,8.0,-200,18.1,49.8,133.1106686,167.4939168
16.10.04,6:00:00,-200.0,6.9,-200,14.6,79.0,,
20.05.04,5:00:00,0.3,2.3,35,17.3,54.1,128.2936781,62.42830616
01.08.04,16:00:00,0.9,4.7,92,39.7,19.1,,
19.11.04,18:00:00,7.2,25.0,187,17.3,58.2,,
29.08.04,10:00:00,-200.0,6.9,-200,29.5,39.0,,
30.03.04,4:00:00,-200.0,1.3,69,12.2,37.2,81.3348314,109.4960856
14.12.04,22:00:00,2.5,-200.0,112,-200.0,-200.0,,
11.03.05,23:00:00,0.5,6.0,151,10.6,55.9,,
24.09.04,13:00:00,4.6,26.9,153,25.4,48.7,,
24.12.04,21:00:00,5.6,-200.0,157,-200.0,-200.0,,
02.08.04,3:00:00,0.3,2.2,-200,25.5,62.8,,
08.05.04,20:00:00,-200.0,15.4,-200,15.1,51.8,112.4730525,60.43391174
25.06.04,12:00:00,2.1,10.0,108,34.0,25.6,,
08.03.05,10:00:00,4.1,16.3,219,7.7,34.6,,
22.12.04,14:00:00,2.4,8.1,133,9.8,31.8,,
28.12.04,16:00:00,-200.0,15.5,-200,13.6,52.8,,
21.04.04,2:00:00,-200.0,3.2,-200,13.2,61.7,174.0635757,215.94760950000003
14.08.04,11:00:00,1.0,4.0,57,35.0,29.0,,
20.11.04,12:00:00,1.6,8.5,149,14.8,14.3,,
26.08.04,22:00:00,1.1,-200.0,71,-200.0,-200.0,,
30.05.04,6:00:00,0.1,2.9,45,17.3,47.6,,
26.01.05,3:00:00,-200.0,0.3,-200,3.0,57.7,,
16.04.04,22:00:00,2.7,9.6,103,13.1,80.1,145.94899099999995,163.47743300000005
19.11.04,10:00:00,5.6,16.7,193,16.1,59.2,,
25.09.04,6:00:00,0.4,1.3,3,15.5,53.3,,
12.09.04,23:00:00,-200.0,12.2,-200,23.0,64.8,,
03.07.04,0:00:00,2.5,13.1,131,24.0,37.8,,
30.08.04,23:00:00,-200.0,7.1,-200,24.6,50.9,,
15.12.04,2:00:00,1.7,-200.0,87,-200.0,-200.0,,
20.10.04,2:00:00,-200.0,9.3,-200,19.4,70.1,,
08.04.04,12:00:00,2.1,11.3,96,21.5,27.4,130.2102625,144.5701341
16.08.04,1:00:00,0.7,3.7,43,25.3,39.7,,
21.07.04,3:00:00,-200.0,3.1,-200,27.4,39.1,,
06.07.04,15:00:00,2.0,12.7,151,40.2,13.9,,
27.02.05,6:00:00,0.9,3.1,77,1.6,74.3,,
02.08.04,5:00:00,0.4,2.7,35,25.1,62.4,,
04.12.04,19:00:00,1.9,6.9,108,13.1,80.4,,
25.08.04,21:00:00,1.3,6.3,77,27.0,30.0,,
11.09.04,22:00:00,-200.0,12.3,-200,25.3,44.6,,
02.04.05,22:00:00,0.7,1.8,79,13.1,41.3,,
07.08.04,17:00:00,1.2,6.5,67,36.8,29.5,,
03.06.04,13:00:00,-200.0,12.1,-200,26.8,32.4,,
21.07.04,0:00:00,-200.0,10.0,89,28.3,36.8,,
29.12.04,4:00:00,-200.0,1.0,-200,9.0,75.8,,
02.02.05,13:00:00,2.6,10.1,139,13.7,20.7,,
22.06.04,1:00:00,0.7,4.1,49,20.0,50.9,,
22.06.04,18:00:00,3.6,20.2,139,31.7,25.9,,
25.03.05,8:00:00,3.2,17.4,146,14.8,73.6,,
26.01.05,4:00:00,-200.0,0.2,20,3.3,52.8,,
09.07.04,19:00:00,2.8,16.6,158,28.3,24.9,,
29.05.04,14:00:00,0.4,3.8,60,22.9,31.3,,
16.01.05,3:00:00,1.7,6.0,-200,4.0,69.5,,
09.08.04,9:00:00,2.4,14.7,5,27.7,52.5,,
29.05.04,11:00:00,0.7,4.5,70,21.3,35.8,,
15.06.04,19:00:00,3.6,20.8,158,28.7,31.2,,
23.04.04,19:00:00,5.6,32.5,161,23.1,36.7,189.9643452,213.1839832
13.12.04,2:00:00,1.8,5.9,90,6.7,64.6,,
01.05.04,16:00:00,2.0,8.3,91,25.5,33.5,38.0587708,146.304654
03.11.04,13:00:00,2.6,13.2,86,26.3,43.6,,
25.05.04,13:00:00,2.2,15.8,127,31.6,9.2,,
06.12.04,14:00:00,3.3,16.4,130,19.5,50.1,,
04.05.04,18:00:00,3.9,20.6,109,18.3,62.8,41.78338305,141.7523735
12.09.04,2:00:00,-200.0,8.4,-200,22.0,55.8,,
04.01.05,17:00:00,3.8,-200.0,184,-200.0,-200.0,,
14.01.05,14:00:00,3.1,15.1,143,11.3,60.1,,
16.11.04,8:00:00,3.5,16.6,202,10.1,45.6,,
02.07.04,15:00:00,1.7,11.2,119,38.1,22.6,,
25.12.04,15:00:00,2.4,9.7,159,12.1,61.8,,
20.03.05,19:00:00,2.9,12.7,155,17.3,47.8,,
28.08.04,9:00:00,1.7,8.3,81,24.7,41.8,,
13.10.04,5:00:00,-200.0,0.7,-200,14.3,58.4,,
05.09.04,13:00:00,0.7,2.4,-200,33.2,19.0,,
20.03.05,21:00:00,4.0,12.3,179,15.6,58.0,,
25.12.04,19:00:00,4.8,18.0,170,10.9,75.9,,
14.08.04,8:00:00,1.2,6.8,68,25.0,53.2,,
10.01.05,17:00:00,2.0,17.0,139,14.1,66.0,,
21.04.04,20:00:00,-200.0,26.0,-200,21.4,36.0,190.8037174,209.7158979
02.08.04,7:00:00,1.9,13.0,110,25.7,58.9,,
23.08.04,0:00:00,-200.0,6.2,-200,23.6,45.4,,
18.02.05,14:00:00,1.6,6.6,146,10.9,32.6,,
01.07.04,12:00:00,2.4,14.2,132,36.6,27.1,,
03.05.04,16:00:00,2.4,16.8,102,30.2,20.5,53.37044564,174.7730478
04.06.04,19:00:00,3.6,17.5,-200,25.7,31.8,,
24.04.04,20:00:00,3.4,16.8,126,21.2,50.8,184.0442145,208.4147369
20.04.04,10:00:00,-200.0,17.1,-200,16.0,56.3,183.2358628,211.6899028
15.08.04,3:00:00,0.4,2.2,-200,23.8,57.5,,
27.06.04,12:00:00,1.1,6.3,74,37.8,18.5,,
10.11.04,4:00:00,0.2,0.5,29,8.0,64.5,,
02.05.04,20:00:00,2.6,10.7,108,19.9,54.9,35.62420422,156.8120012
31.08.04,14:00:00,2.9,8.9,-200,32.5,28.7,,
07.09.04,23:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
12.04.04,17:00:00,1.2,3.5,77,10.3,65.2,141.8622909,155.4132229
11.05.04,16:00:00,1.9,12.4,97,25.7,28.4,116.32818190000002,68.75884834
31.03.04,5:00:00,0.6,1.5,58,14.6,36.0,84.20877592,100.0071616
04.05.04,10:00:00,1.3,7.9,65,20.3,54.8,38.24260237,129.9743053
06.10.04,8:00:00,-200.0,32.0,-200,18.3,67.8,,
27.09.04,8:00:00,4.0,18.8,135,16.9,50.3,,
12.02.05,23:00:00,4.5,20.4,231,10.1,59.9,,
07.03.05,13:00:00,1.3,4.3,136,10.2,25.6,,
02.12.04,18:00:00,7.7,37.6,171,15.8,70.7,,
09.03.05,19:00:00,5.3,25.3,207,12.8,46.2,,
13.06.04,11:00:00,0.7,2.5,74,21.7,38.3,,
23.07.04,17:00:00,2.1,14.7,129,41.1,16.5,,
31.07.04,4:00:00,-200.0,3.9,37,23.8,55.3,,
16.12.04,10:00:00,4.6,-200.0,161,-200.0,-200.0,,
10.10.04,0:00:00,3.7,17.2,103,24.7,56.9,,
27.08.04,9:00:00,2.3,-200.0,83,-200.0,-200.0,,
19.03.04,9:00:00,6.2,31.3,166,13.6,58.8,21.57200409,57.45808596
27.04.04,3:00:00,0.5,1.5,-200,15.2,45.8,185.8829091,202.0259903
02.01.05,14:00:00,2.1,6.5,160,12.3,41.7,,
12.09.04,21:00:00,-200.0,14.8,-200,24.2,61.6,,
18.01.05,10:00:00,5.8,25.0,235,5.6,52.9,,
13.03.05,6:00:00,-200.0,0.9,42,13.3,50.1,,
18.09.04,16:00:00,1.3,5.3,73,29.1,26.8,,
17.05.04,18:00:00,3.1,15.6,121,24.3,19.8,122.4057763,69.5158717
04.01.05,20:00:00,4.5,-200.0,181,-200.0,-200.0,,
19.02.05,7:00:00,1.1,4.5,148,0.9,64.6,,
16.11.04,20:00:00,3.2,15.8,171,13.4,40.4,,
12.11.04,17:00:00,2.6,12.9,140,17.0,57.5,,
20.08.04,3:00:00,-200.0,1.4,-200,28.5,48.7,,
13.04.04,22:00:00,2.1,9.4,104,12.3,59.2,145.8898026,150.5299202
19.09.04,9:00:00,1.7,8.8,85,22.2,48.0,,
08.07.04,10:00:00,2.7,17.6,162,29.8,33.1,,
28.08.04,23:00:00,-200.0,9.3,-200,25.3,52.9,,
02.02.05,18:00:00,4.8,19.5,171,10.5,25.1,,
11.11.04,23:00:00,1.1,4.0,84,12.7,71.0,,
20.03.05,22:00:00,1.9,6.3,124,14.8,61.3,,
04.01.05,14:00:00,2.6,-200.0,148,-200.0,-200.0,,
19.05.04,22:00:00,1.7,9.0,103,19.7,47.1,123.6204925,65.9732288
08.08.04,6:00:00,0.7,2.6,36,23.4,61.7,,
22.03.04,21:00:00,3.3,14.5,124,14.5,49.7,32.94862337,50.2875727
21.02.05,12:00:00,1.7,6.6,208,7.7,67.6,,
11.04.04,10:00:00,1.6,6.2,77,17.4,35.4,139.849486,141.4970689
14.05.04,0:00:00,2.5,15.0,107,17.3,57.8,129.0837369,65.56699743
03.09.04,11:00:00,-200.0,17.0,-200,34.5,28.5,,
28.11.04,15:00:00,1.9,6.9,99,13.4,61.9,,
13.05.04,7:00:00,2.0,9.4,106,16.2,55.6,127.0099805,66.67888976
08.05.04,15:00:00,-200.0,6.5,-200,20.0,40.4,120.8885972,67.30208652
28.10.04,13:00:00,2.6,14.5,99,21.6,53.6,,
29.12.04,2:00:00,-200.0,2.8,-200,8.9,79.0,,
01.09.04,5:00:00,0.6,4.3,63,19.7,66.8,,
17.08.04,10:00:00,2.0,10.0,119,33.3,28.2,,
19.09.04,8:00:00,1.3,7.7,68,18.6,60.0,,
30.04.04,22:00:00,3.0,14.6,102,18.1,66.1,52.94463197,152.1766851
09.12.04,16:00:00,1.7,7.2,102,15.6,46.6,,
27.01.05,23:00:00,1.3,4.3,115,4.0,43.1,,
12.07.04,10:00:00,1.5,6.8,107,23.4,39.4,,
25.06.04,7:00:00,2.6,14.8,104,21.5,51.8,,
18.05.04,4:00:00,-200.0,1.5,23,18.3,40.0,112.7112918,67.19927115
