CO,Benzene,NO2,Temperature,Humidity(%),Datetime
-200.0,13.3,-200,21.1,30.9,2004-05-26 23:00:00
0.3,0.6,-200,5.6,37.6,2004-12-21 03:00:00
0.8,6.8,165,12.2,50.9,2005-11-03 22:00:00
-200.0,2.0,-200,10.1,65.9,2004-12-29 07:00:00
0.6,2.0,60,14.9,60.5,2004-09-24 22:00:00
-200.0,21.0,-200,23.5,69.2,2004-09-15 12:00:00
2.7,11.9,159,17.0,56.6,2005-03-24 23:00:00
4.3,22.4,117,21.6,68.0,2004-10-30 18:00:00
1.7,6.7,-200,26.3,29.5,2004-05-09 22:00:00
1.7,9.4,94,25.6,23.5,2004-05-15 12:00:00
1.1,6.3,57,19.3,65.5,2004-04-11 01:00:00
-200.0,2.0,26,18.0,76.4,2004-01-06 02:00:00
2.2,9.7,138,8.7,33.7,2004-12-21 13:00:00
-200.0,1.5,28,15.6,81.0,2004-04-05 04:00:00
2.1,12.4,113,35.3,13.8,2004-07-14 15:00:00
-200.0,16.2,-200,22.5,55.6,2004-06-10 10:00:00
4.8,24.7,224,5.2,76.2,2005-01-18 16:00:00
-200.0,5.3,-200,9.3,33.6,2004-12-31 19:00:00
4.0,17.6,170,15.8,70.5,2004-11-27 12:00:00
-200.0,3.1,-200,8.9,44.1,2004-12-31 09:00:00
0.2,2.2,83,4.5,42.0,2005-01-27 01:00:00
2.5,8.4,103,11.9,85.7,2004-04-12 14:00:00
2.4,-200.0,128,-200.0,-200.0,2005-10-02 14:00:00
2.2,12.7,95,36.5,28.9,2004-10-08 11:00:00
2.7,14.2,94,29.4,42.9,2004-09-10 16:00:00
1.3,6.4,75,26.1,21.1,2004-05-15 14:00:00
3.5,21.4,146,13.1,70.2,2005-10-01 09:00:00
2.2,12.4,87,21.2,49.3,2004-04-05 11:00:00
2.3,9.3,105,13.2,56.0,2004-03-31 20:00:00
-200.0,2.2,44,21.1,63.8,2004-09-23 04:00:00
0.9,5.2,69,16.3,45.1,2004-05-16 08:00:00
1.3,6.2,68,24.3,34.0,2004-02-05 12:00:00
4.2,21.6,131,12.9,73.8,2004-02-12 08:00:00
0.2,1.4,-200,21.0,47.5,2004-06-22 03:00:00
4.5,21.9,198,20.1,42.4,2005-03-22 19:00:00
2.4,11.0,104,22.3,38.9,2004-01-05 18:00:00
1.2,4.8,81,23.6,39.4,2005-03-28 14:00:00
-200.0,5.0,-200,21.4,60.6,2004-07-10 01:00:00
8.7,37.2,225,7.8,48.1,2005-01-17 19:00:00
1.7,9.0,103,19.7,47.1,2004-05-19 22:00:00
3.2,-200.0,138,-200.0,-200.0,2004-12-17 18:00:00
4.5,19.8,227,7.3,50.8,2005-01-02 12:00:00
-200.0,20.1,-200,23.7,30.6,2004-04-22 10:00:00
4.3,14.8,205,9.7,40.1,2005-02-02 11:00:00
-200.0,10.2,106,42.7,14.4,2004-07-21 16:00:00
0.5,1.4,63,11.5,38.0,2004-10-12 07:00:00
-200.0,15.5,-200,27.1,40.9,2004-07-10 12:00:00
0.5,1.7,31,24.9,54.8,2004-07-25 09:00:00
-200.0,12.7,-200,20.9,40.3,2004-10-17 17:00:00
2.7,15.1,125,25.5,37.4,2004-05-16 19:00:00
3.1,13.1,143,14.6,48.6,2004-03-13 22:00:00
-200.0,9.3,109,36.5,28.7,2004-03-08 15:00:00
2.6,-200.0,149,-200.0,-200.0,2005-10-02 17:00:00
-200.0,2.1,-200,24.1,55.5,2004-08-31 03:00:00
2.0,11.8,112,24.2,27.2,2004-09-27 16:00:00
1.4,4.8,97,9.3,75.0,2004-08-04 00:00:00
2.6,8.1,100,12.7,80.6,2004-04-17 00:00:00
-200.0,2.9,23,19.6,68.4,2004-01-06 01:00:00
0.9,7.1,102,25.7,34.8,2004-07-18 09:00:00
-200.0,8.1,-200,12.5,79.6,2004-04-17 07:00:00
-200.0,18.9,-200,31.4,34.5,2004-03-09 10:00:00
0.6,1.0,56,4.0,51.0,2005-02-28 02:00:00
1.6,8.4,93,29.7,41.7,2004-07-08 20:00:00
1.9,11.8,132,31.3,24.1,2004-07-06 12:00:00
2.7,11.1,181,19.9,33.0,2005-03-04 19:00:00
0.4,3.9,118,5.0,50.4,2005-01-25 17:00:00
-200.0,11.0,-200,22.7,55.8,2004-06-10 22:00:00
3.3,11.4,166,5.1,40.7,2004-12-22 21:00:00
4.1,17.5,83,20.0,73.2,2004-10-31 21:00:00
-200.0,4.4,-200,19.8,67.1,2004-07-10 05:00:00
2.7,14.5,141,33.7,15.4,2004-07-13 12:00:00
1.3,5.0,98,9.1,33.0,2005-02-16 11:00:00
2.1,10.7,112,34.0,19.2,2004-07-17 19:00:00
0.8,3.3,87,13.7,82.0,2005-03-25 05:00:00
-200.0,21.6,-200,20.6,58.5,2004-05-10 09:00:00
0.6,2.6,-200,23.3,63.3,2004-07-08 03:00:00
4.3,16.9,144,6.9,75.2,2005-01-14 09:00:00
0.5,1.0,51,14.2,65.1,2005-03-29 03:00:00
1.1,6.9,77,40.4,19.8,2004-07-31 16:00:00
1.4,7.0,95,19.3,47.9,2004-07-06 00:00:00
1.3,8.8,97,33.9,21.3,2004-03-07 11:00:00
0.8,6.5,59,20.4,54.1,2004-06-18 06:00:00
2.0,10.0,-200,22.4,41.0,2004-04-06 22:00:00
1.6,9.6,70,26.9,46.1,2004-07-22 01:00:00
-200.0,6.0,-200,27.4,42.8,2004-03-10 14:00:00
3.5,16.7,68,19.6,73.2,2004-01-11 02:00:00
2.0,6.5,106,12.4,77.5,2004-05-12 01:00:00
2.0,3.6,115,3.7,62.9,2005-02-02 05:00:00
3.7,19.7,138,26.9,22.3,2004-02-04 17:00:00
1.4,5.0,172,3.1,47.1,2005-06-02 02:00:00
4.1,25.9,108,18.5,68.9,2004-09-22 07:00:00
1.9,6.8,80,20.8,41.6,2004-03-21 13:00:00
4.8,20.8,151,10.3,64.2,2004-11-03 18:00:00
1.6,12.4,86,20.4,63.1,2004-01-06 11:00:00
2.2,11.1,126,7.9,70.6,2005-05-01 07:00:00
3.1,15.3,100,20.2,52.9,2004-05-22 23:00:00
2.0,11.7,96,27.8,38.7,2004-06-28 23:00:00
-200.0,7.1,-200,24.6,50.9,2004-08-30 23:00:00
1.4,9.0,84,36.4,21.0,2004-12-06 16:00:00
0.4,1.7,49,16.2,53.7,2004-05-13 05:00:00
0.4,1.2,35,15.1,52.0,2004-07-11 07:00:00
3.8,18.3,167,24.6,54.0,2004-09-22 20:00:00
1.9,6.5,113,9.6,79.9,2004-11-30 23:00:00
1.1,3.5,76,15.5,36.7,2004-11-04 21:00:00
0.4,0.6,-200,2.5,86.6,2005-02-22 03:00:00
2.8,14.6,151,25.7,41.0,2004-06-25 09:00:00
-200.0,23.4,-200,27.9,38.0,2004-05-10 13:00:00
2.9,14.6,146,38.5,23.8,2004-07-31 12:00:00
3.0,11.8,204,8.1,41.0,2005-04-02 19:00:00
0.5,2.9,61,25.1,48.0,2004-02-07 05:00:00
2.9,10.5,167,8.9,54.8,2005-02-01 19:00:00
-200.0,2.5,25,26.7,61.0,2004-12-08 04:00:00
3.9,21.7,133,19.8,47.9,2004-05-13 19:00:00
-200.0,2.7,78,5.1,46.5,2004-12-19 04:00:00
2.8,14.3,139,26.4,29.9,2004-07-13 10:00:00
1.1,6.6,58,17.5,79.1,2004-06-06 02:00:00
3.1,14.5,94,21.3,66.3,2004-01-11 20:00:00
0.2,4.9,116,1.3,65.3,2004-11-21 08:00:00
-200.0,5.9,-200,38.8,19.1,2004-08-17 15:00:00
2.6,14.0,120,27.9,37.0,2004-09-22 13:00:00
3.1,18.6,180,35.6,23.4,2004-06-18 17:00:00
1.8,9.4,130,30.5,24.7,2004-09-07 10:00:00
1.6,5.5,169,8.6,34.2,2005-07-03 10:00:00
1.2,6.7,66,17.6,66.5,2004-06-11 00:00:00
1.1,5.5,67,25.9,28.1,2004-02-05 16:00:00
3.4,18.4,136,26.4,45.4,2004-01-10 16:00:00
0.5,3.5,58,23.7,39.1,2004-10-09 02:00:00
0.8,2.7,-200,33.0,17.5,2004-05-09 16:00:00
3.1,20.5,200,39.1,16.9,2004-08-07 17:00:00
1.9,10.7,95,21.0,25.4,2004-08-04 16:00:00
5.8,33.0,124,22.2,63.7,2004-04-11 19:00:00
-200.0,2.0,-200,20.6,55.1,2004-08-23 04:00:00
1.1,4.5,142,3.3,52.2,2005-02-16 04:00:00
0.5,1.8,62,8.3,67.2,2005-02-14 04:00:00
1.4,7.9,55,29.9,44.7,2004-08-18 21:00:00
2.1,11.8,174,34.8,19.3,2004-02-07 17:00:00
2.8,15.8,155,26.8,28.9,2004-08-09 21:00:00
-200.0,17.8,-200,22.5,68.9,2004-09-15 09:00:00
3.0,14.4,106,17.4,79.3,2004-10-30 09:00:00
-200.0,4.8,-200,16.6,77.3,2004-10-14 22:00:00
1.1,4.1,91,22.1,34.5,2005-03-20 16:00:00
3.0,12.5,111,17.8,37.5,2004-04-26 19:00:00
1.2,5.7,50,22.2,43.1,2004-08-24 01:00:00
2.8,9.7,150,22.7,42.4,2005-03-28 18:00:00
-200.0,14.8,-200,12.5,42.8,2004-09-11 14:00:00
0.7,3.6,46,36.9,27.1,2004-08-14 17:00:00
-200.0,26.2,189,29.4,33.6,2004-07-20 09:00:00
2.0,8.3,121,19.1,44.1,2004-02-05 23:00:00
1.6,9.7,116,25.3,30.9,2004-11-07 20:00:00
4.8,21.8,163,28.5,33.3,2004-06-23 20:00:00
4.0,22.9,155,11.7,61.7,2005-03-14 09:00:00
5.4,18.2,228,4.9,82.4,2005-03-03 19:00:00
1.5,5.0,100,14.3,68.5,2005-03-29 00:00:00
6.5,33.9,239,8.9,54.2,2004-11-22 20:00:00
2.0,10.6,110,33.4,20.1,2004-08-16 10:00:00
2.5,9.3,112,7.9,60.2,2004-12-13 00:00:00
6.7,22.2,193,10.6,55.3,2004-12-24 16:00:00
2.2,9.0,114,11.9,54.0,2004-10-03 20:00:00
3.5,25.0,161,26.0,34.6,2004-05-31 18:00:00
-200.0,6.6,-200,18.6,39.3,2004-05-27 01:00:00
0.8,2.6,57,19.6,45.3,2004-06-13 23:00:00
1.9,12.6,135,33.0,20.1,2004-10-09 14:00:00
1.1,8.7,174,13.3,24.3,2004-11-21 14:00:00
0.7,3.1,-200,23.7,49.2,2004-06-09 06:00:00
3.0,14.6,102,18.1,66.1,2004-04-30 22:00:00
2.2,8.8,119,14.7,55.9,2004-03-14 23:00:00
-200.0,9.2,115,24.7,46.8,2004-07-27 07:00:00
1.2,3.7,118,13.8,32.4,2005-02-19 14:00:00
-200.0,8.8,-200,11.1,75.6,2004-04-19 15:00:00
3.4,19.7,124,26.2,43.5,2004-03-11 12:00:00
2.9,15.7,115,17.3,57.1,2004-06-12 17:00:00
-200.0,7.0,-200,20.3,41.3,2004-10-16 12:00:00
2.8,12.5,256,10.0,22.4,2005-01-31 11:00:00
1.6,7.4,114,38.1,22.0,2004-07-31 14:00:00
2.1,12.8,108,24.7,36.9,2004-07-17 00:00:00
4.5,-200.0,147,-200.0,-200.0,2004-12-15 09:00:00
1.1,5.7,69,38.1,26.3,2004-12-08 16:00:00
1.9,6.3,150,16.1,41.0,2005-01-04 08:00:00
5.5,27.7,137,26.9,48.6,2004-10-22 16:00:00
0.7,3.5,110,-1.3,47.5,2005-02-03 07:00:00
1.8,10.1,112,34.6,27.7,2004-02-07 11:00:00
0.7,4.3,60,19.0,70.3,2004-01-10 05:00:00
2.9,16.2,175,38.4,13.8,2004-09-09 16:00:00
2.0,8.5,138,16.3,51.5,2005-06-01 13:00:00
1.8,8.2,99,29.2,37.8,2004-06-26 20:00:00
1.7,8.3,68,35.1,38.1,2004-11-08 11:00:00
0.9,6.3,66,21.3,63.2,2004-09-23 06:00:00
1.2,6.2,79,24.0,31.2,2004-06-26 00:00:00
3.5,14.5,151,12.8,21.7,2004-10-12 20:00:00
1.2,8.7,95,36.1,26.4,2004-02-08 14:00:00
4.1,21.6,187,32.4,21.5,2004-07-16 19:00:00
2.3,13.3,105,26.1,45.3,2004-02-07 00:00:00
2.3,9.9,125,17.4,57.3,2004-12-11 14:00:00
0.9,3.8,109,15.3,49.2,2005-03-24 02:00:00
2.5,9.1,177,8.5,57.9,2005-05-03 19:00:00
2.3,8.8,120,18.3,19.5,2004-11-12 13:00:00
1.9,10.2,107,23.3,46.2,2004-09-16 15:00:00
4.0,16.4,183,13.7,59.9,2004-11-26 11:00:00
0.6,2.8,38,24.3,58.4,2004-08-08 07:00:00
1.4,6.1,156,28.9,9.9,2005-03-04 17:00:00
1.5,10.3,71,24.0,54.4,2004-08-10 22:00:00
2.5,12.5,122,19.9,37.8,2004-04-27 21:00:00
-200.0,21.4,-200,20.3,54.0,2004-10-18 15:00:00
0.6,2.5,63,8.3,80.4,2004-01-12 05:00:00
1.0,-200.0,83,-200.0,-200.0,2004-09-04 02:00:00
2.6,14.3,147,30.5,32.9,2004-06-07 10:00:00
2.3,8.6,137,8.8,35.7,2004-12-21 16:00:00
4.6,19.8,134,16.2,53.2,2004-04-15 21:00:00
0.7,1.2,68,6.2,61.0,2004-11-17 04:00:00
3.1,15.6,179,8.9,60.8,2005-01-15 13:00:00
2.4,14.3,170,14.7,37.2,2005-03-02 17:00:00
1.8,-200.0,112,-200.0,-200.0,2004-08-27 21:00:00
-200.0,3.1,-200,14.0,67.4,2004-10-18 05:00:00
5.4,32.9,146,18.7,52.8,2004-05-20 08:00:00
-200.0,2.4,23,20.0,63.7,2004-02-06 05:00:00
2.4,12.9,133,14.2,54.3,2005-01-13 14:00:00
3.8,22.5,192,39.5,12.6,2004-06-07 17:00:00
2.0,2.5,66,15.2,63.5,2005-03-23 03:00:00
0.7,4.8,73,17.3,25.6,2004-05-24 22:00:00
0.8,4.7,38,27.1,54.4,2004-08-19 06:00:00
-200.0,4.8,115,2.4,86.6,2005-01-15 04:00:00
2.4,12.1,172,17.7,39.7,2005-03-23 22:00:00
2.7,13.0,71,19.3,75.8,2004-01-11 23:00:00
2.6,10.3,195,5.0,36.1,2005-01-27 19:00:00
0.4,1.2,44,13.9,43.9,2004-04-26 05:00:00
1.0,5.1,74,21.0,61.3,2004-09-22 01:00:00
3.9,18.8,194,18.8,37.3,2005-03-23 21:00:00
-200.0,22.1,-200,9.2,56.2,2004-12-03 09:00:00
-200.0,14.3,-200,34.1,28.8,2004-02-09 11:00:00
2.2,11.2,132,13.1,40.4,2004-08-11 16:00:00
3.9,21.2,168,7.5,64.5,2005-10-03 09:00:00
0.5,1.2,55,10.8,78.7,2004-12-26 04:00:00
1.5,7.8,89,17.4,55.6,2004-04-29 00:00:00
1.5,6.6,165,12.1,32.3,2005-04-02 15:00:00
3.1,17.3,132,25.1,25.8,2004-09-27 17:00:00
2.1,14.6,112,25.1,49.4,2004-09-13 22:00:00
0.8,3.8,78,11.0,73.1,2005-03-30 06:00:00
0.9,4.1,-200,17.2,71.7,2004-03-11 03:00:00
1.1,6.2,61,32.5,27.6,2004-12-06 18:00:00
0.6,4.0,-200,20.7,56.1,2004-10-06 03:00:00
-200.0,7.1,-200,13.7,60.3,2004-09-05 00:00:00
1.0,5.0,63,26.7,40.0,2004-06-28 01:00:00
-200.0,4.0,136,4.4,63.9,2005-05-03 04:00:00
3.2,15.9,175,30.6,23.2,2004-05-07 10:00:00
-200.0,4.1,-200,22.5,46.7,2004-08-18 04:00:00
0.4,0.5,46,3.4,85.4,2005-02-22 04:00:00
1.3,4.5,158,9.7,25.7,2005-07-03 15:00:00
0.4,1.7,-200,20.9,52.5,2004-08-06 03:00:00
1.7,6.2,111,13.7,32.2,2004-11-15 14:00:00
1.8,15.7,128,28.1,29.8,2004-05-31 16:00:00
-200.0,4.7,69,25.1,44.0,2004-07-20 05:00:00
1.2,4.6,82,16.7,54.7,2004-08-12 15:00:00
0.6,-200.0,72,-200.0,-200.0,2005-04-01 04:00:00
1.8,11.2,89,26.1,42.2,2004-12-06 21:00:00
3.9,19.3,149,15.1,39.6,2004-12-03 18:00:00
1.3,6.7,68,37.8,26.3,2004-07-24 12:00:00
2.5,13.1,131,24.0,37.8,2004-03-07 00:00:00
1.3,4.5,-200,3.1,70.0,2005-02-01 03:00:00
1.5,7.5,85,13.9,62.9,2004-07-05 20:00:00
2.5,10.2,114,16.1,31.3,2004-03-29 18:00:00
1.1,2.9,85,8.4,54.5,2004-11-17 02:00:00
2.0,10.9,105,25.2,50.1,2004-08-31 22:00:00
1.6,7.6,95,22.0,47.0,2004-09-17 10:00:00
1.8,9.3,101,19.8,29.7,2004-07-05 14:00:00
0.9,2.8,103,8.2,65.9,2005-03-18 04:00:00
0.5,2.8,-200,24.3,65.1,2004-09-08 03:00:00
1.5,6.9,61,33.4,39.9,2004-12-08 10:00:00
2.3,20.0,84,26.4,45.9,2004-08-10 18:00:00
3.3,15.1,126,16.3,47.7,2004-06-04 19:00:00
3.8,19.4,154,32.0,20.1,2004-07-13 18:00:00
-200.0,5.0,-200,32.8,24.3,2004-08-17 19:00:00
-200.0,8.2,86,38.3,24.5,2004-05-08 13:00:00
1.4,5.2,133,7.7,41.7,2005-11-03 00:00:00
2.0,-200.0,168,-200.0,-200.0,2005-09-02 12:00:00
1.6,8.6,113,23.5,41.6,2004-09-17 11:00:00
1.4,4.1,91,7.1,61.8,2004-12-03 02:00:00
3.6,21.2,100,27.7,39.2,2004-08-10 13:00:00
2.8,14.1,105,27.7,43.5,2004-08-31 19:00:00
6.7,35.1,182,20.5,38.2,2004-03-17 20:00:00
2.6,13.6,122,27.6,22.8,2004-02-04 16:00:00
3.0,15.3,118,16.1,42.8,2004-04-13 17:00:00
1.5,5.1,77,6.3,71.9,2004-03-13 07:00:00
1.9,10.7,76,18.1,67.5,2004-05-11 22:00:00
-200.0,1.7,-200,13.3,62.6,2004-04-22 04:00:00
1.7,6.0,105,8.4,75.9,2005-01-13 02:00:00
0.6,5.4,74,25.6,38.8,2004-08-07 05:00:00
0.5,1.4,32,19.4,70.4,2004-11-10 02:00:00
0.5,1.0,-200,24.0,45.5,2004-06-09 03:00:00
1.1,6.4,78,23.6,54.2,2004-08-25 06:00:00
1.5,3.7,124,8.8,45.0,2005-02-26 10:00:00
3.1,18.4,138,25.4,53.0,2004-09-13 10:00:00
3.4,17.8,139,23.9,25.7,2004-03-16 18:00:00
0.9,5.3,58,27.2,28.2,2004-10-07 19:00:00
0.8,2.8,-200,29.9,29.6,2004-05-09 09:00:00
2.3,12.5,101,26.1,47.1,2004-10-23 14:00:00
1.9,10.8,100,24.5,35.7,2004-07-15 23:00:00
2.8,9.9,123,17.4,49.1,2004-03-21 21:00:00
2.9,14.1,107,19.6,41.8,2004-06-04 10:00:00
-200.0,19.4,105,23.0,50.9,2004-07-30 07:00:00
0.8,3.2,74,6.8,75.4,2004-12-14 04:00:00
3.8,21.4,174,22.4,38.8,2004-09-29 10:00:00
0.7,2.0,54,14.6,34.0,2004-12-04 02:00:00
1.0,3.1,66,12.9,64.7,2004-05-12 10:00:00
0.3,5.1,-200,4.2,53.6,2004-11-21 03:00:00
0.5,2.7,35,16.8,71.9,2004-03-11 05:00:00
3.8,16.6,175,12.6,30.2,2004-11-15 19:00:00
4.3,24.1,203,37.3,19.9,2004-05-07 18:00:00
2.9,11.6,138,13.3,38.7,2004-11-12 21:00:00
1.5,6.7,99,12.4,64.9,2004-03-19 07:00:00
1.4,4.7,78,7.3,63.5,2004-11-14 18:00:00
5.1,24.9,177,19.0,41.3,2004-03-16 21:00:00
1.3,3.5,125,7.0,38.4,2005-01-27 11:00:00
2.2,8.5,184,13.3,23.3,2005-08-02 14:00:00
3.5,-200.0,176,-200.0,-200.0,2004-12-15 11:00:00
0.4,1.4,-200,17.4,30.2,2004-05-17 03:00:00
-200.0,9.0,-200,14.2,59.1,2004-04-20 23:00:00
4.5,-200.0,181,-200.0,-200.0,2005-04-01 20:00:00
0.6,0.7,40,7.8,54.2,2005-01-20 04:00:00
1.9,9.0,68,24.8,59.6,2004-10-10 11:00:00
2.2,7.6,137,11.5,42.1,2005-02-25 14:00:00
3.7,21.0,105,24.4,52.5,2004-08-10 11:00:00
1.2,8.1,67,24.9,41.2,2004-08-06 23:00:00
0.9,3.0,-200,3.6,49.7,2005-03-03 03:00:00
1.7,-200.0,99,-200.0,-200.0,2004-08-27 22:00:00
0.8,2.4,133,3.4,47.0,2005-07-02 07:00:00
7.2,36.2,125,16.1,56.5,2004-04-29 08:00:00
4.8,26.0,153,17.5,49.8,2004-11-05 09:00:00
-200.0,16.5,-200,31.5,32.6,2004-08-31 11:00:00
-200.0,30.3,-200,28.4,37.5,2004-04-10 17:00:00
1.5,16.6,246,11.6,59.8,2005-01-22 11:00:00
-200.0,3.2,-200,18.9,68.6,2004-04-10 02:00:00
1.2,3.7,124,3.7,64.8,2005-02-27 09:00:00
0.8,3.0,52,17.6,54.6,2004-03-05 01:00:00
5.9,24.4,199,11.5,53.9,2005-09-03 20:00:00
-200.0,12.1,-200,25.8,47.8,2004-02-10 12:00:00
3.9,23.6,128,26.4,34.6,2004-03-05 17:00:00
-200.0,1.8,22,25.6,46.8,2004-07-26 04:00:00
0.6,2.1,63,3.3,84.3,2005-02-21 06:00:00
1.4,4.2,138,4.4,43.3,2005-03-03 01:00:00
-200.0,16.5,137,33.3,28.7,2004-07-30 19:00:00
1.5,4.2,66,8.9,83.0,2004-11-29 04:00:00
5.2,30.0,67,22.8,54.2,2004-02-09 08:00:00
1.4,4.5,97,3.0,60.7,2005-01-01 07:00:00
0.7,1.3,85,1.0,52.2,2005-06-02 06:00:00
0.9,2.5,121,14.2,36.9,2005-02-04 08:00:00
-200.0,9.2,-200,30.3,30.9,2004-08-23 10:00:00
-200.0,12.4,-200,12.4,59.3,2004-12-28 18:00:00
2.2,3.8,89,9.4,44.9,2004-12-20 15:00:00
1.0,4.6,81,32.6,24.6,2004-08-15 19:00:00
2.9,-200.0,117,-200.0,-200.0,2004-09-04 08:00:00
4.2,-200.0,182,-200.0,-200.0,2005-03-01 20:00:00
4.2,19.2,161,15.7,44.1,2004-03-13 20:00:00
-200.0,2.2,-200,25.9,46.3,2004-07-26 03:00:00
-200.0,9.3,-200,27.0,22.2,2004-04-21 15:00:00
3.5,15.2,110,17.8,66.8,2004-01-05 00:00:00
3.1,14.5,176,11.1,33.3,2005-01-17 13:00:00
-200.0,2.6,-200,16.8,46.8,2004-09-05 08:00:00
1.3,7.4,80,20.9,48.9,2004-06-21 23:00:00
2.3,13.1,126,25.2,24.9,2004-03-18 14:00:00
1.8,6.9,93,14.0,57.0,2004-03-15 01:00:00
0.4,2.1,36,20.8,55.9,2004-09-21 04:00:00
3.0,15.5,217,6.3,65.1,2005-03-02 22:00:00
3.9,17.5,265,6.3,74.9,2005-02-24 20:00:00
1.9,10.1,124,17.8,47.0,2004-02-04 22:00:00
1.0,4.2,87,28.5,13.1,2005-03-04 14:00:00
1.0,-200.0,63,-200.0,-200.0,2004-06-19 17:00:00
6.8,29.2,282,7.3,36.8,2005-01-31 20:00:00
0.9,4.8,56,30.6,19.4,2004-05-16 13:00:00
-200.0,6.8,-200,14.5,78.3,2004-10-15 22:00:00
0.9,2.0,81,5.7,62.7,2004-11-17 06:00:00
2.5,-200.0,105,-200.0,-200.0,2004-06-20 19:00:00
-200.0,7.0,-200,15.2,73.1,2004-10-19 05:00:00
1.1,2.9,74,14.5,39.0,2004-11-04 22:00:00
0.7,3.6,47,20.5,62.1,2004-08-10 02:00:00
-200.0,11.8,95,24.5,51.0,2004-02-06 20:00:00
3.2,14.4,162,13.5,44.8,2005-01-02 16:00:00
2.5,12.1,104,24.4,28.9,2004-03-15 15:00:00
-200.0,7.1,95,34.8,19.5,2004-07-29 14:00:00
2.9,17.3,188,28.4,16.0,2005-03-16 15:00:00
8.5,33.1,247,8.0,45.9,2004-12-23 18:00:00
2.0,12.7,151,40.2,13.9,2004-06-07 15:00:00
-200.0,-200.0,-200,-200.0,-200.0,2004-05-25 23:00:00
-200.0,12.9,-200,11.0,73.8,2004-12-28 21:00:00
-200.0,20.4,-200,11.1,48.8,2004-09-11 11:00:00
2.6,17.5,102,25.7,49.7,2004-02-07 07:00:00
2.1,11.6,112,27.7,39.3,2004-01-07 22:00:00
3.1,15.6,110,13.8,58.2,2004-03-31 07:00:00
2.7,8.2,250,4.1,55.0,2005-02-19 00:00:00
3.1,18.5,106,18.2,55.8,2004-06-22 07:00:00
1.4,4.8,135,12.0,19.3,2005-02-15 14:00:00
1.6,7.1,101,20.9,39.4,2004-12-07 23:00:00
1.6,9.1,107,17.8,41.7,2004-05-30 01:00:00
5.7,26.9,135,19.8,58.6,2004-04-30 19:00:00
2.1,9.2,110,12.8,80.8,2004-11-27 07:00:00
0.5,3.1,39,24.4,48.3,2004-06-13 04:00:00
2.9,15.5,97,19.7,70.1,2004-10-24 00:00:00
0.3,0.4,20,9.5,52.2,2004-11-14 05:00:00
0.6,1.1,72,5.5,58.3,2005-06-03 07:00:00
1.9,7.9,93,16.4,55.1,2004-03-21 23:00:00
1.8,6.9,94,16.9,80.6,2004-10-30 01:00:00
0.4,0.4,37,3.7,37.7,2005-01-31 04:00:00
-200.0,12.2,-200,15.9,70.4,2004-10-16 08:00:00
-200.0,11.5,123,40.4,15.0,2004-07-21 13:00:00
1.3,7.0,77,35.2,22.3,2004-08-16 18:00:00
0.4,2.0,-200,20.0,59.1,2004-09-17 03:00:00
1.4,5.4,196,5.5,79.5,2005-02-24 12:00:00
1.1,5.4,100,30.0,11.1,2005-03-04 15:00:00
1.5,6.8,106,5.6,68.9,2004-12-13 07:00:00
1.5,8.7,51,19.1,75.6,2004-01-11 08:00:00
3.7,22.8,124,20.8,64.7,2004-10-29 08:00:00
1.2,3.2,116,5.4,48.8,2005-07-03 01:00:00
-200.0,1.3,-200,13.8,63.2,2004-10-05 03:00:00
-200.0,8.6,-200,28.7,27.7,2004-03-06 14:00:00
1.4,-200.0,102,-200.0,-200.0,2005-03-01 06:00:00
0.9,2.7,61,11.3,60.0,2004-03-24 02:00:00
2.0,12.0,-200,25.3,41.7,2004-08-23 09:00:00
0.7,1.7,42,11.1,55.6,2004-08-11 02:00:00
1.1,3.0,106,9.1,49.6,2004-11-14 20:00:00
6.5,29.1,234,16.7,43.4,2005-03-14 19:00:00
1.8,11.3,121,41.0,11.6,2004-07-07 15:00:00
1.2,-200.0,64,-200.0,-200.0,2004-06-20 10:00:00
2.1,10.4,95,18.4,34.2,2004-04-14 12:00:00
1.9,10.8,117,18.4,49.9,2004-11-29 15:00:00
3.0,-200.0,235,-200.0,-200.0,2005-11-03 11:00:00
-200.0,6.8,102,25.4,48.5,2004-07-26 06:00:00
1.7,7.8,121,13.5,31.8,2004-11-15 16:00:00
-200.0,23.3,-200,23.8,63.5,2004-12-09 22:00:00
0.7,5.4,62,25.3,47.6,2004-06-29 06:00:00
0.7,2.3,54,19.8,45.7,2004-06-13 22:00:00
1.1,4.5,132,10.4,58.4,2005-03-18 02:00:00
2.5,10.3,88,10.6,79.4,2004-11-28 00:00:00
1.2,6.3,44,36.2,30.6,2004-08-19 12:00:00
0.4,1.3,55,9.1,52.4,2005-03-04 06:00:00
6.3,34.1,201,23.2,36.9,2004-09-29 19:00:00
4.3,-200.0,250,-200.0,-200.0,2005-11-02 12:00:00
-200.0,20.7,-200,11.0,77.4,2004-04-20 07:00:00
-200.0,25.7,-200,21.2,62.2,2004-10-19 19:00:00
-200.0,12.1,-200,24.1,48.8,2004-12-09 00:00:00
2.5,14.8,115,33.1,28.3,2004-07-23 20:00:00
-200.0,2.5,-200,20.8,58.8,2004-05-10 02:00:00
3.1,15.9,182,18.4,49.6,2004-11-18 15:00:00
6.3,34.0,182,24.6,50.0,2004-09-30 18:00:00
2.4,8.6,162,11.1,38.1,2004-11-15 09:00:00
